ATF	1.0
32	41    
"Type=GenePix Export 3"
"DateTime=2023/05/30 14:50:00"
"Settings=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\Settings slide #1 F532.gps"
"GalFile=R:\Para-ClinicalTrial\Emma Houlder\Lab files\D&A\ReCHISVac (R)\Arrays (A)\R_A_003 full array\2023.05.30\GAL file Schistosoma glycan_protein array May 2023.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\US23502317_1003449801_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2860, 1690"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier=BioRobotics"
"ArrayerSoftwareName=TAS Application Suite (MicroGrid II)"
"ArrayerSoftwareVersion=2.4.0.3"
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"F532 Total Intensity"	"SNR 532"	"F532 CV"	"B532 CV"	"Index"
27	5	8	"AWA-TCA 100 mg/ml"	"167"	13030	57780	100	409	540	285	513	512	513	90	38	31	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-104	27	Error	-104	27	43169	0.311	52	17	5705
27	6	8	"AWA-TCA 100 mg/ml"	"167"	13270	57780	100	358	506	240	442	443	442	68	40	35	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-84	64	Error	-84	64	40471	0.926	47	15	5706
27	7	8	"blank-20"	"171"	13520	57780	100	260	331	157	423	431	423	80	16	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-163	-92	Error	-163	-92	26511	-1.250	47	18	5707
27	8	8	"blank-20"	"171"	13760	57780	100	270	337	158	423	433	423	78	18	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-153	-86	Error	-153	-86	26932	-1.231	46	18	5708
27	9	8	"blank-20"	"171"	14010	57780	100	297	358	147	499	508	499	91	8	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-202	-141	Error	-202	-141	28674	-1.648	41	17	5709
27	10	8	"protein 103"	"175"	14250	57780	100	452	501	146	705	704	705	116	3	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-253	-204	Error	-253	-204	40081	-1.750	29	16	5710
27	11	8	"protein 103"	"175"	14500	57780	100	600	614	138	835	835	835	88	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-235	-221	Error	-235	-221	49135	-2.511	22	10	5711
27	12	8	"protein 103"	"175"	14740	57780	100	670	667	204	840	841	840	71	4	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-170	-173	Error	-170	-173	53381	-2.451	30	8	5712
27	1	9	"blank-18"	"147"	12050	58020	100	343	403	208	573	577	573	102	6	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-230	-170	Error	-230	-170	32221	-1.706	51	17	5713
27	2	9	"blank-18"	"147"	12290	58020	100	303	360	130	514	520	514	71	6	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-211	-154	Error	-211	-154	28791	-2.254	36	13	5714
27	3	9	"blank-18"	"147"	12540	58020	100	303	344	110	528	528	528	76	5	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-225	-184	Error	-225	-184	27497	-2.421	31	14	5715
27	4	9	"LeX-BSA 100 mg/ml"	"151"	12780	58020	100	510	544	114	562	572	562	128	11	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-52	-18	Error	-52	-18	43480	-0.219	20	22	5716
27	5	9	"LeX-BSA 100 mg/ml"	"151"	13030	58020	100	504	556	160	550	552	550	53	26	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-46	6	Error	-46	6	44514	0.075	28	9	5717
27	6	9	"LeX-BSA 100 mg/ml"	"151"	13270	58020	100	497	546	165	495	500	495	103	26	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	2	51	Error	2	51	43650	0.447	30	20	5718
27	7	9	"CAA hexamer 10 uM"	"155"	13520	58020	100	285	376	177	438	459	438	494	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-153	-62	Error	-153	-62	30086	-0.168	47	107	5719
27	8	9	"CAA hexamer 10 uM"	"155"	13760	58020	100	262	359	179	396	399	396	60	30	23	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-134	-37	Error	-134	-37	28758	-0.667	49	15	5720
27	9	9	"CAA hexamer 10 uM"	"155"	14010	58020	100	292	364	140	457	458	457	74	19	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-165	-93	Error	-165	-93	29127	-1.270	38	16	5721
27	10	9	"AWA-mock 100 mg/ml"	"159"	14250	58020	100	455	580	370	590	594	590	82	18	15	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-135	-10	Error	-135	-10	46401	-0.171	63	13	5722
27	11	9	"AWA-mock 100 mg/ml"	"159"	14500	58020	100	468	1871	6191	664	671	664	78	25	19	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-196	1207	Error	-196	1207	149709	15.385	330	11	5723
27	12	9	"AWA-mock 100 mg/ml"	"159"	14740	58020	100	508	1028	2240	719	726	719	85	19	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-211	309	Error	-211	309	82203	3.553	217	11	5724
27	1	10	"Eggs rEGC Lipid NP19-RP06 10 uM"	"131"	12040	58250	60	6539	6445	2553	434	412	434	120	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	6105	6011	Error	6105	6011	206228	50.275	39	29	5725
27	2	10	"Eggs rEGC Lipid NP19-RP06 10 uM"	"131"	12280	58270	60	8087	7464	3037	397	385	397	82	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	7690	7067	Error	7690	7067	238853	86.329	40	21	5726
27	3	10	"Eggs rEGC Lipid NP19-RP06 10 uM"	"131"	12530	58260	60	8815	7552	3960	401	386	401	92	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	8414	7151	Error	8414	7151	241669	77.891	52	23	5727
27	4	10	"blank-11"	"135"	12780	58270	100	260	321	143	455	465	455	95	9	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-195	-134	Error	-195	-134	25716	-1.516	44	20	5728
27	5	10	"blank-11"	"135"	13030	58270	100	256	313	141	459	465	459	72	11	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-203	-146	Error	-203	-146	25069	-2.111	45	15	5729
27	6	10	"blank-11"	"135"	13270	58270	100	246	293	124	444	452	444	97	8	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-198	-151	Error	-198	-151	23438	-1.639	42	21	5730
27	7	10	"Eggs rEGC Lipid NP22-RP02 1 uM"	"139"	13520	58270	100	227	289	142	416	423	416	65	14	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-189	-127	Error	-189	-127	23130	-2.062	49	15	5731
27	8	10	"Eggs rEGC Lipid NP22-RP02 1 uM"	"139"	13760	58270	100	277	329	141	422	423	422	64	15	11	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-145	-93	Error	-145	-93	26328	-1.469	42	15	5732
27	9	10	"Eggs rEGC Lipid NP22-RP02 1 uM"	"139"	14010	58270	100	251	308	131	461	464	461	63	8	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-210	-153	Error	-210	-153	24625	-2.476	42	13	5733
27	10	10	"Eggs rEGC Lipid NP23-RP02 3 uM"	"143"	14250	58240	70	22930	23269	12850	492	479	492	98	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	22438	22777	Error	22438	22777	744601	232.551	55	20	5734
27	11	10	"Eggs rEGC Lipid NP23-RP02 3 uM"	"143"	14480	58240	70	23191	20628	11725	523	498	523	113	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	22668	20105	Error	22668	20105	660106	178.142	56	22	5735
27	12	10	"Eggs rEGC Lipid NP23-RP02 3 uM"	"143"	14720	58240	70	23893	23862	14263	544	526	544	113	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	23349	23318	Error	23349	23318	763598	206.513	59	21	5736
27	1	11	"Eggs O-glycan NP15-RP06 1 uM"	"115"	12050	58510	100	220	295	159	437	456	437	204	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-217	-142	Error	-217	-142	23571	-0.789	53	44	5737
27	2	11	"Eggs O-glycan NP15-RP06 1 uM"	"115"	12290	58510	100	257	333	167	403	404	403	61	25	23	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-146	-70	Error	-146	-70	26630	-1.164	50	15	5738
27	3	11	"Eggs O-glycan NP15-RP06 1 uM"	"115"	12540	58510	100	228	306	168	367	371	367	51	25	21	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-139	-61	Error	-139	-61	24488	-1.275	54	13	5739
27	4	11	"Cercariae rEGC Lipid NP24-RP02 1 uM"	"119"	12780	58480	70	3978	5517	4946	371	356	371	100	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	3607	5146	Error	3607	5146	176558	51.610	89	28	5740
27	5	11	"Cercariae rEGC Lipid NP24-RP02 1 uM"	"119"	13040	58480	80	3750	4905	4492	395	381	395	67	96	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	3355	4510	Error	3355	4510	255084	67.522	91	17	5741
27	6	11	"Cercariae rEGC Lipid NP24-RP02 1 uM"	"119"	13260	58480	70	3804	3577	2130	368	350	368	87	97	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	3436	3209	Error	3436	3209	114449	37.092	59	24	5742
27	7	11	"Cercariae rEGC Lipid NP28-RP01 1 uM"	"123"	13510	58490	70	17057	19267	12674	387	374	387	193	97	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	16670	18880	Error	16670	18880	616533	97.891	65	51	5743
27	8	11	"Cercariae rEGC Lipid NP28-RP01 1 uM"	"123"	13770	58520	60	18911	24647	14270	372	354	372	90	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	18539	24275	Error	18539	24275	788697	269.922	57	25	5744
27	9	11	"Cercariae rEGC Lipid NP28-RP01 1 uM"	"123"	14010	58490	70	17016	19918	14777	395	383	395	87	97	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	16621	19523	Error	16621	19523	637375	224.540	74	22	5745
27	10	11	"Eggs rEGC Lipid NP16-RP03 3 uM"	"127"	14260	58500	70	4368	6080	4557	375	363	375	79	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	3993	5705	Error	3993	5705	194565	72.367	74	21	5746
27	11	11	"Eggs rEGC Lipid NP16-RP03 3 uM"	"127"	14500	58490	70	4212	5537	3971	395	378	395	72	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	3817	5142	Error	3817	5142	177173	71.653	71	19	5747
27	12	11	"Eggs rEGC Lipid NP16-RP03 3 uM"	"127"	14740	58490	70	6391	6808	4066	440	434	440	93	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	5951	6368	Error	5951	6368	217854	68.538	59	21	5748
27	1	12	"Eggs O-glycan NP10-RP06 10 uM"	"99"	12050	58760	100	205	268	122	445	452	445	73	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-240	-177	Error	-240	-177	21459	-2.521	45	16	5749
27	2	12	"Eggs O-glycan NP10-RP06 10 uM"	"99"	12290	58760	100	240	312	144	389	393	389	60	24	15	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-149	-77	Error	-149	-77	24994	-1.350	46	15	5750
27	3	12	"Eggs O-glycan NP10-RP06 10 uM"	"99"	12540	58760	100	230	295	130	359	362	359	49	25	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-129	-64	Error	-129	-64	23580	-1.367	44	13	5751
27	4	12	"Eggs O-glycan NP11-RP06 1 uM"	"103"	12780	58760	100	221	314	197	379	379	379	50	24	15	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-158	-65	Error	-158	-65	25102	-1.300	62	13	5752
27	5	12	"Eggs O-glycan NP11-RP06 1 uM"	"103"	13030	58760	100	215	328	210	384	386	384	50	28	21	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-169	-56	Error	-169	-56	26234	-1.160	64	12	5753
27	6	12	"Eggs O-glycan NP11-RP06 1 uM"	"103"	13270	58760	100	206	395	582	380	381	380	55	23	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-174	15	Error	-174	15	31607	0.255	147	14	5754
27	7	12	"Eggs O-glycan NP12-RP08 1 uM"	"107"	13520	58760	100	203	291	185	367	370	367	64	23	18	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-164	-76	Error	-164	-76	23311	-1.234	63	17	5755
27	8	12	"Eggs O-glycan NP12-RP08 1 uM"	"107"	13760	58760	100	206	302	190	365	363	365	47	23	19	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-159	-63	Error	-159	-63	24198	-1.298	62	12	5756
27	9	12	"Eggs O-glycan NP12-RP08 1 uM"	"107"	14010	58760	100	225	302	170	369	378	369	71	23	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-144	-67	Error	-144	-67	24151	-1.070	56	18	5757
27	10	12	"Eggs O-glycan NP13-RP11 1 uM"	"111"	14260	58730	60	708	1161	917	349	337	349	84	91	88	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	359	812	Error	359	812	37164	9.810	78	24	5758
27	11	12	"Eggs O-glycan NP13-RP11 1 uM"	"111"	14510	58730	50	685	727	191	235	262	235	77	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	450	492	Error	450	492	8720	6.039	26	29	5759
27	12	12	"Eggs O-glycan NP13-RP11 1 uM"	"111"	14750	58730	50	566	652	304	276	320	276	109	100	67	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	290	376	Error	290	376	7823	3.046	46	34	5760
27	1	13	"Cercariae O-glycan NP14-RP06 3 uM"	"83"	12050	59000	100	235	303	269	426	436	426	81	4	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-191	-123	Error	-191	-123	24226	-1.642	88	18	5761
27	2	13	"Cercariae O-glycan NP14-RP06 3 uM"	"83"	12290	59000	100	246	330	295	392	397	392	76	13	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-146	-62	Error	-146	-62	26425	-0.882	89	19	5762
27	3	13	"Cercariae O-glycan NP14-RP06 3 uM"	"83"	12540	59000	100	212	269	140	378	384	378	61	13	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-166	-109	Error	-166	-109	21552	-1.885	52	15	5763
27	4	13	"Cercariae O-glycan NP15-RP06 1 uM"	"87"	12780	59000	100	250	358	222	394	401	394	66	26	23	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-144	-36	Error	-144	-36	28643	-0.652	62	16	5764
27	5	13	"Cercariae O-glycan NP15-RP06 1 uM"	"87"	13030	59000	100	254	379	242	414	415	414	64	28	25	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-160	-35	Error	-160	-35	30290	-0.562	63	15	5765
27	6	13	"Cercariae O-glycan NP15-RP06 1 uM"	"87"	13270	59000	100	252	339	190	391	393	391	54	24	21	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-139	-52	Error	-139	-52	27141	-1.000	56	13	5766
27	7	13	"blank-7"	"91"	13520	59000	100	568	596	236	400	403	400	51	70	60	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	168	196	Error	168	196	47649	3.784	39	12	5767
27	8	13	"blank-7"	"91"	13760	59000	100	670	628	234	406	408	406	51	71	68	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	264	222	Error	264	222	50209	4.314	37	12	5768
27	9	13	"blank-7"	"91"	14010	59000	100	599	576	200	403	400	403	53	68	61	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	196	173	Error	196	173	46108	3.321	34	13	5769
27	10	13	"Eggs O-glycan NP07-RP03 1 uM"	"95"	14250	59000	100	238	273	108	381	383	381	51	15	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-143	-108	Error	-143	-108	21820	-2.157	39	13	5770
27	11	13	"Eggs O-glycan NP07-RP03 1 uM"	"95"	14500	59000	100	231	266	92	397	397	397	54	5	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-166	-131	Error	-166	-131	21309	-2.426	34	13	5771
27	12	13	"Eggs O-glycan NP07-RP03 1 uM"	"95"	14740	59000	100	271	312	122	457	460	457	77	8	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-186	-145	Error	-186	-145	24952	-1.922	39	16	5772
27	1	14	"Eggs PNG-A N NP27-RP03 1 uM"	"67"	12050	59250	100	324	423	205	523	525	523	123	19	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-199	-100	Error	-199	-100	33866	-0.829	48	23	5773
27	2	14	"Eggs PNG-A N NP27-RP03 1 uM"	"67"	12290	59250	100	286	374	195	449	462	449	122	19	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-163	-75	Error	-163	-75	29937	-0.721	52	26	5774
27	3	14	"Eggs PNG-A N NP27-RP03 1 uM"	"67"	12540	59250	100	253	374	239	459	458	459	63	28	25	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-206	-85	Error	-206	-85	29882	-1.333	63	13	5775
27	4	14	"Cercariae O-glycan NP09-RP07 1 uM"	"71"	12780	59250	100	303	371	194	495	501	495	69	16	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-192	-124	Error	-192	-124	29709	-1.884	52	13	5776
27	5	14	"Cercariae O-glycan NP09-RP07 1 uM"	"71"	13030	59250	100	357	420	165	512	514	512	68	10	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-155	-92	Error	-155	-92	33624	-1.382	39	13	5777
27	6	14	"Cercariae O-glycan NP09-RP07 1 uM"	"71"	13270	59250	100	306	370	166	466	473	466	73	13	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-160	-96	Error	-160	-96	29621	-1.411	44	15	5778
27	7	14	"blank-3"	"75"	13520	59250	100	294	310	105	420	419	420	61	8	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-126	-110	Error	-126	-110	24760	-1.787	33	14	5779
27	8	14	"blank-3"	"75"	13760	59250	100	257	308	119	412	411	412	59	13	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-155	-104	Error	-155	-104	24632	-1.746	38	14	5780
27	9	14	"blank-3"	"75"	14010	59250	100	255	300	113	416	413	416	55	8	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-161	-116	Error	-161	-116	24037	-2.055	37	13	5781
27	10	14	"Cercariae O-glycan NP12-RP03 10 uM"	"79"	14250	59240	50	1386	1368	146	271	294	271	78	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1115	1097	Error	1115	1097	16417	13.769	10	26	5782
27	11	14	"Cercariae O-glycan NP12-RP03 10 uM"	"79"	14500	59250	40	1518	1421	297	262	292	262	88	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	1256	1159	Error	1256	1159	17048	12.830	20	30	5783
27	12	14	"Cercariae O-glycan NP12-RP03 10 uM"	"79"	14750	59240	50	1352	1290	174	333	389	333	143	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1019	957	Error	1019	957	15480	6.301	13	36	5784
27	1	15	"Eggs PNG-F N NP16-RP01 3 uM"	"51"	12050	59490	100	330	377	104	544	547	544	70	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-214	-167	Error	-214	-167	30150	-2.429	27	12	5785
27	2	15	"Eggs PNG-F N NP16-RP01 3 uM"	"51"	12290	59490	100	312	332	65	501	516	501	69	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-189	-169	Error	-189	-169	26576	-2.667	19	13	5786
27	3	15	"Eggs PNG-F N NP16-RP01 3 uM"	"51"	12540	59490	100	316	354	99	509	512	509	68	4	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-193	-155	Error	-193	-155	28289	-2.324	27	13	5787
27	4	15	"Eggs PNG-A N NP15-RP09 1 uM"	"55"	12780	59490	100	365	412	125	555	562	555	74	6	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-190	-143	Error	-190	-143	32940	-2.027	30	13	5788
27	5	15	"Eggs PNG-A N NP15-RP09 1 uM"	"55"	13030	59490	100	366	415	157	556	561	556	105	5	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-190	-141	Error	-190	-141	33225	-1.390	37	18	5789
27	6	15	"Eggs PNG-A N NP15-RP09 1 uM"	"55"	13270	59490	100	257	325	164	495	497	495	65	11	10	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-238	-170	Error	-238	-170	25974	-2.646	50	13	5790
27	7	15	"Eggs PNG-A N NP21-RP08 1 uM"	"59"	13520	59490	100	236	316	150	426	432	426	77	11	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-190	-110	Error	-190	-110	25301	-1.506	47	17	5791
27	8	15	"Eggs PNG-A N NP21-RP08 1 uM"	"59"	13760	59490	100	249	320	155	402	401	402	50	23	19	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-153	-82	Error	-153	-82	25573	-1.620	48	12	5792
27	9	15	"Eggs PNG-A N NP21-RP08 1 uM"	"59"	14010	59490	100	231	325	170	404	407	404	58	25	15	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-173	-79	Error	-173	-79	25963	-1.414	52	14	5793
27	10	15	"Eggs PNG-A N NP24-RP05 1 uM"	"63"	14250	59490	100	244	317	138	414	419	414	50	24	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-170	-97	Error	-170	-97	25326	-2.040	43	11	5794
27	11	15	"Eggs PNG-A N NP24-RP05 1 uM"	"63"	14500	59490	100	255	321	135	431	433	431	46	23	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-176	-110	Error	-176	-110	25655	-2.435	42	10	5795
27	12	15	"Eggs PNG-A N NP24-RP05 1 uM"	"63"	14740	59490	100	300	370	140	506	505	506	69	15	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-206	-136	Error	-206	-136	29580	-1.957	37	13	5796
27	1	16	"Worms PNG-F N NP15-RP06 10 uM"	"35"	12050	59740	100	356	522	410	549	552	549	69	28	21	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-193	-27	Error	-193	-27	41784	-0.435	78	12	5797
27	2	16	"Worms PNG-F N NP15-RP06 10 uM"	"35"	12290	59740	100	331	500	468	504	503	504	54	26	24	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-173	-4	Error	-173	-4	39988	-0.056	93	10	5798
27	3	16	"Worms PNG-F N NP15-RP06 10 uM"	"35"	12540	59740	100	363	500	356	519	523	519	73	23	20	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-156	-19	Error	-156	-19	40016	-0.315	71	13	5799
27	4	16	"Worms PNG-F N NP18-RP05 3 uM"	"39"	12780	59740	100	370	391	82	572	571	572	62	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-202	-181	Error	-202	-181	31271	-2.903	20	10	5800
27	5	16	"Worms PNG-F N NP18-RP05 3 uM"	"39"	13030	59740	100	354	381	93	571	574	571	111	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-217	-190	Error	-217	-190	30466	-1.739	24	19	5801
27	6	16	"Worms PNG-F N NP18-RP05 3 uM"	"39"	13270	59740	100	332	434	471	521	527	521	86	4	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-189	-87	Error	-189	-87	34723	-1.081	108	16	5802
27	7	16	"Worms PNG-F N NP22-RP01 3 uM"	"43"	13520	59740	100	286	382	198	471	475	471	82	19	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-185	-89	Error	-185	-89	30556	-1.134	51	17	5803
27	8	16	"Worms PNG-F N NP22-RP01 3 uM"	"43"	13760	59740	100	253	388	389	426	426	426	60	25	23	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-173	-38	Error	-173	-38	31044	-0.633	100	14	5804
