ATF	1.0
32	41    
"Type=GenePix Export 3"
"DateTime=2023/05/30 14:50:00"
"Settings=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\Settings slide #1 F532.gps"
"GalFile=R:\Para-ClinicalTrial\Emma Houlder\Lab files\D&A\ReCHISVac (R)\Arrays (A)\R_A_003 full array\2023.05.30\GAL file Schistosoma glycan_protein array May 2023.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\US23502317_1003449801_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2860, 1690"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier=BioRobotics"
"ArrayerSoftwareName=TAS Application Suite (MicroGrid II)"
"ArrayerSoftwareVersion=2.4.0.3"
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"F532 Total Intensity"	"SNR 532"	"F532 CV"	"B532 CV"	"Index"
26	3	17	"Cercariae PNG-F N NP22-RP02 10 uM"	"18"	8040	59900	100	357	440	171	517	518	517	58	24	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-160	-77	Error	-160	-77	35210	-1.345	38	11	5595
26	4	17	"Cercariae PNG-F N NP23-RP04 3 uM"	"22"	8280	59900	100	323	361	98	542	548	542	72	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-219	-181	Error	-219	-181	28891	-2.597	27	13	5596
26	5	17	"Cercariae PNG-F N NP23-RP04 3 uM"	"22"	8530	59900	100	333	375	99	537	540	537	66	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-204	-162	Error	-204	-162	30006	-2.500	26	12	5597
26	6	17	"Cercariae PNG-F N NP23-RP04 3 uM"	"22"	8770	59900	100	336	362	99	511	512	511	51	4	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-175	-149	Error	-175	-149	28973	-2.941	27	9	5598
26	7	17	"Cercariae PNG-F N NP26-RP04 10 uM"	"26"	9020	59900	100	311	412	179	501	502	501	59	29	20	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-190	-89	Error	-190	-89	32958	-1.525	43	11	5599
26	8	17	"Cercariae PNG-F N NP26-RP04 10 uM"	"26"	9260	59900	100	314	419	188	495	502	495	70	28	21	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-181	-76	Error	-181	-76	33531	-1.186	44	13	5600
26	9	17	"Cercariae PNG-F N NP26-RP04 10 uM"	"26"	9510	59900	100	333	471	232	524	526	524	63	33	29	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-191	-53	Error	-191	-53	37649	-0.873	49	11	5601
26	10	17	"Worms PNG-F N NP08-RP05 10 uM"	"30"	9750	59900	100	325	411	157	562	565	562	62	10	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-237	-151	Error	-237	-151	32872	-2.484	38	10	5602
26	11	17	"Worms PNG-F N NP08-RP05 10 uM"	"30"	10000	59900	100	347	421	160	585	589	585	64	13	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-238	-164	Error	-238	-164	33679	-2.625	38	10	5603
26	12	17	"Worms PNG-F N NP08-RP05 10 uM"	"30"	10240	59900	100	377	426	126	626	629	626	63	4	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-249	-200	Error	-249	-200	34094	-3.222	29	10	5604
26	1	18	"Cercariae PNG-F N NP14-RP05 3 uM"	"2"	7560	60160	60	1512	1861	1101	609	598	609	97	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	903	1252	Error	903	1252	59567	13.021	59	16	5605
26	2	18	"Cercariae PNG-F N NP14-RP05 3 uM"	"2"	7810	60160	70	1522	1672	736	593	578	593	86	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	929	1079	Error	929	1079	53509	12.721	44	14	5606
26	3	18	"Cercariae PNG-F N NP14-RP05 3 uM"	"2"	8060	60160	60	1359	1593	592	557	553	557	90	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	802	1036	Error	802	1036	50976	11.556	37	16	5607
26	4	18	"Cercariae PNG-F N NP16-RP05 3 uM"	"6"	8290	60160	50	1187	1201	99	451	495	451	190	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	736	750	Error	736	750	14417	3.716	8	38	5608
26	5	18	"Cercariae PNG-F N NP16-RP05 3 uM"	"6"	8540	60160	60	897	918	209	603	590	603	106	84	72	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	294	315	Error	294	315	29367	3.094	22	17	5609
26	6	18	"Cercariae PNG-F N NP16-RP05 3 uM"	"6"	8770	60150	50	1122	1129	146	506	513	506	87	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	616	623	Error	616	623	13543	7.080	12	16	5610
26	7	18	"Cercariae PNG-F N NP19-RP05 10 uM"	"10"	9020	60150	50	902	944	156	436	452	436	82	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	466	508	Error	466	508	11329	6.000	16	18	5611
26	8	18	"Cercariae PNG-F N NP19-RP05 10 uM"	"10"	9260	60150	50	1009	1020	105	414	433	414	83	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	595	606	Error	595	606	12241	7.072	10	19	5612
26	9	18	"Cercariae PNG-F N NP19-RP05 10 uM"	"10"	9510	60150	50	883	875	82	440	455	440	75	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	443	435	Error	443	435	10496	5.600	9	16	5613
26	10	18	"Cercariae PNG-F N NP20-RP05 10 uM"	"14"	9750	60150	100	415	465	127	638	642	638	62	6	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-223	-173	Error	-223	-173	37212	-2.855	27	9	5614
26	11	18	"Cercariae PNG-F N NP20-RP05 10 uM"	"14"	10000	60150	100	402	451	131	642	644	642	65	3	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-240	-191	Error	-240	-191	36078	-2.969	29	10	5615
26	12	18	"Cercariae PNG-F N NP20-RP05 10 uM"	"14"	10240	60150	100	435	521	171	680	681	680	82	10	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-245	-159	Error	-245	-159	41680	-1.951	32	12	5616
27	1	1	"protein 92"	"275"	12050	56060	100	717	923	473	815	886	815	253	23	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-98	108	Error	-98	108	73825	0.146	51	28	5617
27	2	1	"protein 92"	"275"	12290	56060	100	793	995	476	787	849	787	249	35	30	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	6	208	Error	6	208	79571	0.586	47	29	5618
27	3	1	"protein 92"	"275"	12540	56060	100	744	883	348	763	835	763	304	23	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-19	120	Error	-19	120	70652	0.158	39	36	5619
27	4	1	"protein 108"	"279"	12780	56060	100	908	907	251	695	700	695	72	76	64	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	213	212	Error	213	212	72556	2.875	27	10	5620
27	5	1	"protein 108"	"279"	13030	56060	100	886	859	236	666	671	666	76	73	61	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	220	193	Error	220	193	68735	2.474	27	11	5621
27	6	1	"protein 108"	"279"	13270	56060	100	838	823	273	677	690	677	113	58	43	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	161	146	Error	161	146	65878	1.177	33	16	5622
27	7	1	"protein 122"	"283"	13520	56060	100	859	897	199	762	786	762	142	45	23	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	97	135	Error	97	135	71753	0.782	22	18	5623
27	8	1	"protein 122"	"283"	13760	56060	100	933	978	304	759	772	759	121	56	40	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	174	219	Error	174	219	78262	1.702	31	15	5624
27	9	1	"protein 122"	"283"	14010	56060	100	905	973	225	551	572	551	180	93	49	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	354	422	Error	354	422	77878	2.228	23	31	5625
27	10	1	"blank-24"	"287"	14250	56060	100	514	521	205	357	343	357	83	65	46	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	157	164	Error	157	164	41679	2.145	39	24	5626
27	11	1	"blank-24"	"287"	14500	56060	100	610	570	199	344	329	344	85	74	64	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	266	226	Error	266	226	45612	2.835	34	25	5627
27	12	1	"blank-24"	"287"	14740	56060	100	581	556	192	388	379	388	93	65	51	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	193	168	Error	193	168	44462	1.903	34	24	5628
27	1	2	"protein 83"	"259"	12050	56310	100	1079	1113	214	843	845	843	71	86	70	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	236	270	Error	236	270	89036	3.775	19	8	5629
27	2	2	"protein 83"	"259"	12290	56310	100	1013	1025	219	826	830	826	71	71	63	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	187	199	Error	187	199	82038	2.746	21	8	5630
27	3	2	"protein 83"	"259"	12540	56310	100	1005	991	215	764	763	764	97	75	60	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	241	227	Error	241	227	79242	2.351	21	12	5631
27	4	2	"protein 113"	"263"	12780	56310	100	704	704	102	628	641	628	110	36	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	76	76	Error	76	76	56319	0.573	14	17	5632
27	5	2	"protein 113"	"263"	13030	56310	100	677	703	157	565	571	565	75	63	35	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	112	138	Error	112	138	56249	1.760	22	13	5633
27	6	2	"protein 113"	"263"	13270	56310	100	658	698	176	594	600	594	98	39	18	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	64	104	Error	64	104	55827	1.000	25	16	5634
27	7	2	"protein 30"	"267"	13520	56310	100	745	738	219	618	620	618	61	60	50	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	127	120	Error	127	120	59076	1.934	29	9	5635
27	8	2	"protein 30"	"267"	13760	56310	100	690	713	210	620	626	620	75	46	35	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	70	93	Error	70	93	57071	1.160	29	11	5636
27	9	2	"protein 30"	"267"	14010	56310	100	692	672	198	579	578	579	81	53	39	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	113	93	Error	113	93	53732	1.160	29	14	5637
27	10	2	"protein 66"	"271"	14250	56310	100	619	600	172	491	488	491	88	60	34	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	128	109	Error	128	109	47964	1.273	28	18	5638
27	11	2	"protein 66"	"271"	14500	56310	100	552	552	150	466	477	466	128	39	15	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	86	86	Error	86	86	44180	0.586	27	26	5639
27	12	2	"protein 66"	"271"	14740	56310	100	547	582	167	514	522	514	117	31	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	33	68	Error	33	68	46573	0.513	28	22	5640
27	1	3	"protein 28"	"243"	12050	56550	100	1022	1079	307	897	903	897	103	51	43	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	125	182	Error	125	182	86296	1.709	28	11	5641
27	2	3	"protein 28"	"243"	12290	56550	100	916	939	251	872	880	872	86	46	34	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	44	67	Error	44	67	75121	0.686	26	9	5642
27	3	3	"protein 28"	"243"	12540	56550	100	826	859	220	814	809	814	92	40	31	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	12	45	Error	12	45	68759	0.543	25	11	5643
27	4	3	"protein 46"	"247"	12780	56550	100	770	765	309	643	650	643	78	56	45	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	127	122	Error	127	122	61160	1.474	40	12	5644
27	5	3	"protein 46"	"247"	13030	56550	100	698	699	238	589	597	589	78	53	41	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	109	110	Error	109	110	55936	1.308	34	13	5645
27	6	3	"protein 46"	"247"	13270	56550	100	715	715	276	599	608	599	75	55	46	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	116	116	Error	116	116	57212	1.427	38	12	5646
27	7	3	"protein 23"	"251"	13520	56550	100	756	743	186	618	626	618	62	69	55	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	138	125	Error	138	125	59428	1.887	25	9	5647
27	8	3	"protein 23"	"251"	13760	56550	100	678	700	196	619	630	619	73	48	34	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	59	81	Error	59	81	55961	0.959	28	11	5648
27	9	3	"protein 23"	"251"	14010	56550	100	694	697	226	646	655	646	79	45	36	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	48	51	Error	48	51	55795	0.532	32	12	5649
27	10	3	"protein 6"	"255"	14250	56550	100	1061	1097	327	658	667	658	89	94	86	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	403	439	Error	403	439	87780	4.831	29	13	5650
27	11	3	"protein 6"	"255"	14500	56550	100	952	2703	6741	668	668	668	92	83	66	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	284	2035	Error	284	2035	216253	22.120	249	13	5651
27	12	3	"protein 6"	"255"	14740	56550	100	989	997	213	723	715	723	92	78	70	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	266	274	Error	266	274	79722	3.065	21	12	5652
27	1	4	"protein 82"	"227"	12050	56800	100	725	736	154	933	937	933	64	4	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-208	-197	Error	-208	-197	58891	-3.141	20	6	5653
27	2	4	"protein 82"	"227"	12290	56800	100	693	675	141	921	926	921	73	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-228	-246	Error	-228	-246	54030	-3.438	20	7	5654
27	3	4	"protein 82"	"227"	12540	56800	100	658	675	156	888	894	888	73	1	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-230	-213	Error	-230	-213	53964	-3.000	23	8	5655
27	4	4	"protein 47"	"231"	12770	56780	110	22237	23192	10460	817	827	817	147	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	656	100	0	0	0	21420	22375	Error	21420	22375	1855397	152.143	45	17	5656
27	5	4	"protein 47"	"231"	13020	56780	100	20267	21947	11092	798	802	798	100	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	19469	21149	Error	19469	21149	1755798	211.450	50	12	5657
27	6	4	"protein 47"	"231"	13260	56790	90	21623	22712	11177	801	843	801	428	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	20822	21911	Error	20822	21911	1181005	51.096	49	50	5658
27	7	4	"protein 22"	"235"	13520	56800	100	855	940	263	803	808	803	92	38	30	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	52	137	Error	52	137	75166	1.435	27	11	5659
27	8	4	"protein 22"	"235"	13760	56800	100	816	923	279	815	815	815	84	34	28	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	1	108	Error	1	108	73841	1.286	30	10	5660
27	9	4	"protein 22"	"235"	14010	56800	100	821	925	276	790	797	790	78	40	29	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	31	135	Error	31	135	74019	1.641	29	9	5661
27	10	4	"protein 70"	"239"	14250	56800	100	706	777	195	789	791	789	64	26	21	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-83	-12	Error	-83	-12	62126	-0.219	25	8	5662
27	11	4	"protein 70"	"239"	14500	56800	100	727	741	120	781	784	781	64	21	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-54	-40	Error	-54	-40	59240	-0.672	16	8	5663
27	12	4	"protein 70"	"239"	14740	56800	100	714	721	106	802	805	802	61	8	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-88	-81	Error	-88	-81	57713	-1.377	14	7	5664
27	1	5	"protein 91"	"211"	12050	57040	100	707	714	118	941	945	941	64	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-234	-227	Error	-234	-227	57144	-3.609	16	6	5665
27	2	5	"protein 91"	"211"	12290	57040	100	692	692	122	936	935	936	69	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-244	-244	Error	-244	-244	55372	-3.522	17	7	5666
27	3	5	"protein 91"	"211"	12540	57040	100	680	676	133	921	924	921	68	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-241	-245	Error	-241	-245	54093	-3.647	19	7	5667
27	4	5	"protein 40"	"215"	12780	57040	100	701	759	205	911	920	911	113	11	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-210	-152	Error	-210	-152	60680	-1.425	27	12	5668
27	5	5	"protein 40"	"215"	13030	57040	100	692	739	343	911	913	911	66	9	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-219	-172	Error	-219	-172	59086	-2.636	46	7	5669
27	6	5	"protein 40"	"215"	13270	57040	100	697	705	175	903	905	903	62	6	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-206	-198	Error	-206	-198	56381	-3.226	24	6	5670
27	7	5	"protein 42"	"219"	13520	57040	100	572	648	219	906	906	906	70	6	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-334	-258	Error	-334	-258	51847	-3.686	33	7	5671
27	8	5	"protein 42"	"219"	13760	57040	100	625	677	180	890	893	890	67	10	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-265	-213	Error	-265	-213	54159	-3.224	26	7	5672
27	9	5	"protein 42"	"219"	14010	57040	100	698	719	178	873	877	873	84	11	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-175	-154	Error	-175	-154	57481	-1.881	24	9	5673
27	10	5	"protein 29"	"223"	14250	57040	100	694	700	75	818	822	818	60	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-124	-118	Error	-124	-118	55978	-2.033	10	7	5674
27	11	5	"protein 29"	"223"	14500	57040	100	673	682	75	813	821	813	66	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-140	-131	Error	-140	-131	54555	-2.106	10	8	5675
27	12	5	"protein 29"	"223"	14740	57040	100	716	716	83	842	845	842	64	3	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-126	-126	Error	-126	-126	57280	-2.016	11	7	5676
27	1	6	"protein 1"	"195"	12050	57290	100	803	1032	511	923	927	923	74	28	26	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-120	109	Error	-120	109	82544	1.419	49	7	5677
27	2	6	"protein 1"	"195"	12290	57290	100	775	845	299	907	911	907	65	14	11	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-132	-62	Error	-132	-62	67595	-1.015	35	7	5678
27	3	6	"protein 1"	"195"	12540	57290	100	719	769	177	895	900	895	65	11	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-176	-126	Error	-176	-126	61511	-2.015	23	7	5679
27	4	6	"protein 21"	"199"	12780	57290	100	571	664	536	878	886	878	76	9	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-307	-214	Error	-307	-214	53137	-2.921	80	8	5680
27	5	6	"protein 21"	"199"	13030	57290	100	502	485	138	864	869	864	83	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-362	-379	Error	-362	-379	38790	-4.627	28	9	5681
27	6	6	"protein 21"	"199"	13270	57290	100	481	503	145	871	871	871	76	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-390	-368	Error	-390	-368	40263	-4.842	28	8	5682
27	7	6	"protein 59"	"203"	13520	57290	100	452	466	133	875	879	875	76	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-423	-409	Error	-423	-409	37246	-5.434	28	8	5683
27	8	6	"protein 59"	"203"	13760	57290	100	509	526	138	878	876	878	76	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-369	-352	Error	-369	-352	42083	-4.605	26	8	5684
27	9	6	"protein 59"	"203"	14010	57290	100	549	564	164	896	899	896	78	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-347	-332	Error	-347	-332	45152	-4.295	29	8	5685
27	10	6	"protein 63"	"207"	14250	57290	100	672	730	373	854	861	854	91	6	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-182	-124	Error	-182	-124	58412	-1.440	51	10	5686
27	11	6	"protein 63"	"207"	14500	57290	100	639	662	210	812	819	812	70	4	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-173	-150	Error	-173	-150	52955	-2.243	31	8	5687
27	12	6	"protein 63"	"207"	14740	57290	100	651	698	362	836	841	836	64	8	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-185	-138	Error	-185	-138	55804	-2.234	51	7	5688
27	1	7	"protein 8"	"179"	12050	57530	100	385	463	200	903	907	903	68	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-518	-440	Error	-518	-440	37074	-6.529	43	7	5689
27	2	7	"protein 8"	"179"	12290	57530	100	442	449	178	858	859	858	76	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-416	-409	Error	-416	-409	35904	-5.395	39	8	5690
27	3	7	"protein 8"	"179"	12540	57530	100	391	387	142	794	790	794	89	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-403	-407	Error	-403	-407	30935	-4.528	36	11	5691
27	4	7	"protein 15"	"183"	12780	57530	100	442	449	123	693	712	693	111	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-251	-244	Error	-251	-244	35897	-2.369	27	15	5692
27	5	7	"protein 15"	"183"	13030	57530	100	385	400	98	646	661	646	102	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-261	-246	Error	-261	-246	31963	-2.559	24	15	5693
27	6	7	"protein 15"	"183"	13270	57530	100	350	362	96	631	648	631	125	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-281	-269	Error	-281	-269	28955	-2.288	26	19	5694
27	7	7	"protein 76"	"187"	13520	57530	100	493	509	98	650	659	650	140	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-157	-141	Error	-157	-141	40737	-1.071	19	21	5695
27	8	7	"protein 76"	"187"	13760	57530	100	494	498	68	677	688	677	131	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-183	-179	Error	-183	-179	39819	-1.450	13	19	5696
27	9	7	"protein 76"	"187"	14010	57530	100	565	574	90	741	739	741	117	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-176	-167	Error	-176	-167	45939	-1.410	15	15	5697
27	10	7	"protein 12"	"191"	14250	57530	100	316	354	116	838	834	838	85	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-522	-484	Error	-522	-484	28317	-5.647	32	10	5698
27	11	7	"protein 12"	"191"	14500	57530	100	349	370	147	834	840	834	75	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-485	-464	Error	-485	-464	29560	-6.267	39	8	5699
27	12	7	"protein 12"	"191"	14740	57530	100	376	398	161	845	847	845	63	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-469	-447	Error	-469	-447	31848	-7.127	40	7	5700
27	1	8	"CA-periodate 100 mg/ml"	"163"	12050	57780	70	12598	12825	8373	709	720	709	99	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	11889	12116	Error	11889	12116	410386	122.273	65	13	5701
27	2	8	"CA-periodate 100 mg/ml"	"163"	12290	57780	70	13646	14394	9352	644	638	644	82	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	13002	13750	Error	13002	13750	460622	167.756	64	12	5702
27	3	8	"CA-periodate 100 mg/ml"	"163"	12540	57780	70	13409	14383	10209	595	593	595	89	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	12814	13788	Error	12814	13788	460264	154.944	70	15	5703
27	4	8	"AWA-TCA 100 mg/ml"	"167"	12780	57780	100	522	578	223	545	548	545	91	43	35	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-23	33	Error	-23	33	46245	0.330	38	16	5704
